policy,arm,seed,t,n,hit_rate,ttft_p50,ttft_p99,newcomer_share,newcomer_hit,t_add,turnover
longest_prefix,none,0,0.0,114,0.2528694287607292,0.4003749999999937,5.791117000000001,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,20.0,109,0.2870513188285876,0.20980000000016474,7.043928000000835,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,40.0,90,0.42392084319939083,0.1287499999996058,5.276474500000256,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,60.0,110,0.3107100905595313,0.19377500000001646,5.622821500000278,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,80.0,121,0.35773499338638226,0.2026000000000181,8.711770000000287,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,100.0,99,0.4074270786541676,0.202350000000024,7.629104000003628,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,120.0,111,0.3703090219161301,0.16955000000046994,6.081680000000296,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,140.0,161,0.42010442913402896,0.29204999999464576,7.96501999999847,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,160.0,168,0.5825742808102063,0.17099999999999227,2.615449999992819,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,180.0,76,0.3378231573615564,0.18385000000002094,5.140487500000198,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,200.0,133,0.5346168960853067,0.15965000000045393,3.3196160000007184,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,220.0,141,0.3615679840885136,0.2700500000000261,6.005800000000704,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,240.0,108,0.4608788118234279,0.12880000000001246,5.261758500000108,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,260.0,127,0.2733478108737066,0.3848999999997318,6.5485339999962715,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,280.0,120,0.42369546906116523,0.30514999999996917,3.4495900000124338,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,300.0,112,0.42543244183380635,0.13139999999992824,3.1283909999981834,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,320.0,120,0.28950173429350395,0.16542499999999905,15.494068500004825,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,340.0,100,0.40359418677947206,0.14744999999993524,10.442337500005543,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,360.0,97,0.3326336336103731,0.16849999999988086,9.013049999993143,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,380.0,115,0.4812293974761038,0.13439999999991414,4.9030359999965745,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,400.0,107,0.5056531618006149,0.13464999999990823,6.326198999995946,0.0,nan,397.19960000000003,136.40727438584724
longest_prefix,none,0,420.0,107,0.2936047907118425,0.3170499999998242,5.984688000022246,0.0,nan,397.19960000000003,136.40727438584724
